_time:creation_date	_time:curator	_time:implementation_date	_time:release_version	_time:update_date	acc:assembly_genbank	acc:bacdive	acc:bioproject	acc:biosample	acc:genbank	annotation:date	annotation:features	annotation:provider	annotation:sw_name	annotation:sw_release	asmbl:sequences	asmbl:sw_name	asmbl:sw_release	bin:sw_name	bin:sw_release	gen:cds	gen:complete_rrnas	gen:completeness	gen:contamination	gen:contigs	gen:frameshifted_genes	gen:gc_content	gen:genes	gen:length	gen:n50	gen:ncrna	gen:num_replicons	gen:partial_rrnas	gen:plasmids	gen:pseudo_genes	gen:qs	gen:rrnas	gen:strain_heterogeneity	gen:total_trnas	gen:unique_trnas	host:age	host:disease	host:health_stage	host:other_clinical	host:pathogenicity	host:sample_site	host:sample_subsite	host:sex	host:species	host:synonym	id	isol:alt_elev	isol:analysis_project_type	isol:collected_by	isol:collection_date	isol:country	isol:culture_collection	isol:depth	isol:env_biome	isol:env_feature	isol:env_material	isol:env_package	isol:env_salinity	isol:env_temp	isol:growth_condt	isol:investigation_type	isol:isolation_comments	isol:isolation_source	isol:lat_lon	isol:location	isol:project_name	isol:ref_biomaterial	isol:sample_type	isol:world_region	map:sw_name	map:sw_release	pheno:biovar	pheno:cell_shape	pheno:gram_stain	pheno:halotolerance	pheno:motility	pheno:optimal_temp	pheno:other_typing	pheno:oxygen_requirement	pheno:pathovar	pheno:serovar	pheno:sporulation	pheno:temp_range	pheno:type_strain	proj:comments	proj:genome_status	proj:publication	proj:silva_accession_LSU	proj:silva_accession_SSU	proj:uniprot_proteome_id	quality:sw_name	quality:sw_release	secmet:antismash_clusters	secmet:antismash_types	secmet:sw_name	secmet:sw_release	seq:center	seq:depth	seq:method	tax:class	tax:family	tax:fastani_ani	tax:fastani_ref	tax:genus	tax:gtdb_classification	tax:kingdom	tax:order	tax:organism	tax:phylum	tax:species	tax:strain	tax:sw_name	tax:sw_release
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003568865.1		bioproject:PRJNA481631	biosample:SAMN09685251	ena.embl:CP031115|ena.embl:CP031116|ena.embl:CP031117	2018-10-20	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003568865.1	Falcon§biotools:FALCON|Proovread§biotools:proovread|SMRT Analysis§biotools:smrt_analysis|biotools:GATK	v. 0.3.0|v. 2.12|v. 8.3|v. 2.3.0|v. 1.6-13			2997	1, 1, 1	98.39	0.88	3	16	63.76	3049	3078689	2856967		1	0, 0, 0	2	46	93.99	1, 1, 1	0	49	23											mmp.ref:MMP09685251		Whole genome sequencing (WGS)	South China Sea Institute of Oceanology, Chinese Academy of Sciences	2017-12-02			4602	Marine benthic biome§envo:01000024	Sea floor§envo:00000482	Sediment§envo:00002007	Sediment				Bacteria_Archaea		Deep sea sediment from India ocean		Indian Ocean§gaz:00000372			Cell culture	Indian Ocean region§gaz:00051084<§eco:0000313>Indian Ocean§gaz:00000372							No							Mesophilic	Yes	To find the relevant gene for marine adaptability and study the revolutionary relationships among Rubrobacter sp. “http://isba2017.org/images/[ISBA18]%20Poster%20Abstracts.pdf ”	Finished		481631	481631		biotools:CheckM	1.0.13	Lomaiviticin (3%),  pseudopyronine B (12%), Lipopolysaccharide (8%), Xenocyloins (25%), Meilingmycin (2%), Heme D1 (17%), A40926 (3%)	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Other uncategorized cluster|Type III PKS cluster - Putative fatty acid cluster|Terpene cluster|Terpene cluster - Putative saccharide cluster			South China Sea Institute of Oceanology	444	Illumina Technology§rrid:SCR_010233|Pacific Biosciences Technology	Rubrobacteria§taxonomy:84995<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957	Rubrobacteraceae§taxonomy:84997<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957			Rubrobacter§taxonomy:42255<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957	Bacteria|Actinobacteriota|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter		Rubrobacterales§taxonomy:84996<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957	Rubrobacter indicoceani§taxonomy:2051957	Actinobacteria§taxonomy:201174<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957	Rubrobacter indicoceani§taxonomy:2051957<§eco:0000313>Rubrobacter indicoceani§taxonomy:2051957	SCSIO 08198		
2022-10-13		2019-10-14	1.6	2022-11-07	insdc.gca:GCA_003856835.1		bioproject:PRJNA481613	biosample:SAMN09684815	ena.embl:CP034145|ena.embl:CP034146	2019-03-23	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.8	resource_sequence:GCA_003856835.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 2.3.0				2, 2, 2	99.19	0.82	2	30	65.68	3600	3503092	3461954		1	0, 0, 0	1	78	95.09	2, 2, 2	0	51	21											mmp.ref:MMP09684815		Whole genome sequencing (WGS)	World Institute of Kimchi		China§gaz:00002845<§eco:0000313>Lianyungang City Prefecture§gaz:00049423	JCM:16430|CGMCC:1.10124.		Marine salt marsh biome§envo:01000022	Saline evaporation pond§envo:00000055	Sediment§envo:00002007	Sediment				Bacteria_Archaea		sediment of marine solar saltern	gmap:34.727222,119.296667	Lianyungang City Prefecture§gaz:00049423		pubmed:20511466	Cell culture	Asia§gaz:00000465<§eco:0000313>Lianyungang City Prefecture§gaz:00049423					Negative									Mesophilic	Yes	The genomic data of Haloplanus aerogenes JCM 16430T belonging to the family Haloferacaceae of the order Haloferacales of the class Halobacteria were obtained using the PacBio platform. The complete genome of Haloplanus aerogenes JCM 16430T contains, 3,503	Finished		481613	481613		biotools:CheckM	1.0.13		Putative Saccharide cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Terpene cluster|Putative Saccharide cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Terpene cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster			World Institute of Kimchi	277.77	Pacific Biosciences Technology	Halobacteria§taxonomy:183963<§eco:0000313>Haloplanus aerogenes§taxonomy:660522	Haloferacaceae§taxonomy:1644056<§eco:0000313>Haloplanus aerogenes§taxonomy:660522			Haloplanus§taxonomy:376170<§eco:0000313>Haloplanus aerogenes§taxonomy:660522	Archaea|Halobacterota|Halobacteria|Halobacteriales|Haloferacaceae|Haloplanus		Haloferacales§taxonomy:1644055<§eco:0000313>Haloplanus aerogenes§taxonomy:660522	Haloplanus aerogenes§taxonomy:660522	Euryarchaeota§taxonomy:28890<§eco:0000313>Haloplanus aerogenes§taxonomy:660522	Haloplanus aerogenes§taxonomy:660522<§eco:0000313>Haloplanus aerogenes§taxonomy:660522	JCM:16430		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003342695.1		bioproject:PRJNA481607	biosample:SAMN09684805	ena.embl:CP031150|ena.embl:CP031151|ena.embl:CP031152	2018-07-30	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003342695.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 2.3.0			3529	2, 2, 2	98.68	1.11	3	35	66.52	3592	3529327	3325235		1	0, 0, 0	2	101	93.13	2, 2, 2	0	58	21											mmp.ref:MMP09684805		Whole genome sequencing (WGS)	World Institute of Kimchi		South Korea§gaz:00002802<§eco:0000313>South Korea§gaz:00002802			Marine salt marsh biome§envo:01000022	Saline evaporation pond§envo:00000055	Particulate matter§envo:01000060	Misc environment				Bacteria_Archaea		Solar salt		South Korea§gaz:00002802			Cell culture	Asia§gaz:00000465<§eco:0000313>South Korea§gaz:00002802																The genomic data of Haloplanus sp. CBA1113 belonging to the family Haloferacaceae of the order Haloferacales of the class Halobacteria were obtained using the PacBio platform. The complete genome of Haloplanus sp. CBA1113 contains, 3,529,327 bp. Detailed	Finished		481607	481607	UP000253273	biotools:CheckM	1.0.13		Putative cluster|Putative saccharide cluster|Terpene cluster			World Institute of Kimchi	265.83	Pacific Biosciences Technology	Halobacteria§taxonomy:183963<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloferacaceae§taxonomy:1644056<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898			Haloplanus§taxonomy:376170<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Archaea|Halobacterota|Halobacteria|Halobacteriales|Haloferacaceae|Haloplanus		Haloferacales§taxonomy:1644055<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloplanus rubicundus§taxonomy:1547898	Euryarchaeota§taxonomy:28890<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloplanus rubicundus§taxonomy:1547898<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	CBA1113		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003342675.1		bioproject:PRJNA481590	biosample:SAMN09684735	ena.embl:CP031148|ena.embl:CP031147|ena.embl:CP031149	2018-07-30	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003342675.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 2.3.0			3787	2, 2, 2	98.68	2.28	3	33	66.01	3844	3773640	3401387		1	0, 0, 0	2	108	87.28	2, 2, 2	0	51	20											mmp.ref:MMP09684735		Whole genome sequencing (WGS)	World Institute of Kimchi		South Korea§gaz:00002802<§eco:0000313>South Korea§gaz:00002802			Marine salt marsh biome§envo:01000022	Saline evaporation pond§envo:00000055	Particulate matter§envo:01000060	Misc environment				Bacteria_Archaea		Solar salt		South Korea§gaz:00002802			Cell culture	Asia§gaz:00000465<§eco:0000313>South Korea§gaz:00002802																The genomic data of Haloplanus sp. CBA1112T belonging to the family Haloferacaceae of the order Haloferacales of the class Halobacteria were obtained using the PacBio platform. The complete genome of Haloplanus sp. CBA1112T contains, 3,773,640 bp. Detaile	Finished		481590	481590	UP000252985	biotools:CheckM	1.0.13		Putative cluster|Putative saccharide cluster|Terpene cluster			World Institute of Kimchi	78.85	Pacific Biosciences Technology	Halobacteria§taxonomy:183963<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloferacaceae§taxonomy:1644056<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898			Haloplanus§taxonomy:376170<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Archaea|Halobacterota|Halobacteria|Halobacteriales|Haloferacaceae|Haloplanus		Haloferacales§taxonomy:1644055<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloplanus rubicundus§taxonomy:1547898	Euryarchaeota§taxonomy:28890<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	Haloplanus rubicundus§taxonomy:1547898<§eco:0000313>Haloplanus rubicundus§taxonomy:1547898	CBA1112		
2020-05-24		2022-10-13	1.6	2022-11-07	insdc.gca:GCA_007833635.1		bioproject:PRJNA480734	biosample:SAMN09644087	ena.embl:CP031125	2020-04-13	Gene|CDS|rRNA|tRNA|ncRNA|repeat_regio	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein set; GeneMarkS-2+	4.11	resource_sequence:GCA_007833635.1	CLC Genomics Workbench NGS Cell§rrid:SCR_011853	v. 11.0.1				1, 1, 1	100	0	1		29.22	1466	1364101	1364101		1	0, 0, 0		0	100	1, 1, 1	0	32	22											mmp.ref:MMP09644087			Fujian Agriculture and Forestry University	2017-05-13	China§gaz:00002845<§eco:0000313>China§gaz:00002845					Sea water§envo:00002149	Water				Bacteria_Archaea		seawater		China§gaz:00002845			Cell culture	Asia§gaz:00000465<§eco:0000313>China§gaz:00002845																Genome sequence of a pelagibacter	Finished		480734	480734		biotools:CheckM	1.0.13	Cystothiazole_A (11%), K-antigen (3%)	Putative cluster|Putative Saccharide cluster|Putative cluster|Putative Saccharide cluster|Putative fatty acid cluster|Putative cluster|Terpene cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative Saccharide cluster			Fujian Agriculture and Forestry University	2000	Illumina HiSeq Platform	Alphaproteobacteria§taxonomy:28211<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	Pelagibacteraceae§taxonomy:1655514<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	93.12	gtdb:GCF_000504225.1	Candidatus Pelagibacter§taxonomy:198251<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Pelagibacter		Pelagibacterales§taxonomy:54526<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	Proteobacteria§taxonomy:1224<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451<§eco:0000313>Candidatus Pelagibacter sp. FZCC0015§taxonomy:2268451	FZCC0015		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003345275.1		bioproject:PRJNA480550	biosample:SAMN09640605	ena.embl:CP031027|ena.embl:CP031028|ena.embl:CP031029	2018-07-31	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003345275.1	other	v. 2.3			3278	4, 4, 4	99.63	0.37	3	59	37.22	3361	3200228	3065679		1	0, 0, 0	2	118	97.78	4, 4, 4	0	71	23											mmp.ref:MMP09640605		Whole genome sequencing (WGS)	National Leading Research Laboratory of Drug Resistance Proteomics	2011-07	South Korea§gaz:00002802<§eco:0000313>South Korea§gaz:00002802					Animal-associated environment§envo:01001002	Host-associated				Bacteria_Archaea	isolated from a flatfish on the southern sea of South Korea	Flatfish tissue		South Korea§gaz:00002802			Cell culture	Asia§gaz:00000465<§eco:0000313>South Korea§gaz:00002802																To report the complete genome sequence of Enterococcus faecalis TY1 isolated from a flatfish on the southern sea of South Korea.	Finished		480550	480550	UP000253897	biotools:CheckM	1.0.13	Fusaricidin (25%),  cytolysin ClyLs (100%), Molybdenum cofactor (17%), Polysaccharide (94%), R1128 (14%)	Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Lanthipeptide cluster			National Leading Research Laboratory of Drug Resistance Proteomics	225.37	Pacific Biosciences Technology	Bacilli§taxonomy:91061<§eco:0000313>Enterococcus faecalis§taxonomy:1351	Enterococcaceae§taxonomy:81852<§eco:0000313>Enterococcus faecalis§taxonomy:1351	98.62	gtdb:GCF_000392875.1	Enterococcus§taxonomy:1350<§eco:0000313>Enterococcus faecalis§taxonomy:1351	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis		Lactobacillales§taxonomy:186826<§eco:0000313>Enterococcus faecalis§taxonomy:1351	Enterococcus faecalis§taxonomy:1351	Firmicutes§taxonomy:1239<§eco:0000313>Enterococcus faecalis§taxonomy:1351	Enterococcus faecalis§taxonomy:1351<§eco:0000313>Enterococcus faecalis§taxonomy:1351	TY1		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003330945.1		bioproject:PRJNA480538	biosample:SAMN09638204	ena.embl:CP030923|ena.embl:CP030924	2018-07-23	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003330945.1	SMRT Analysis§biotools:smrt_analysis	v. 3			5387	9, 8, 8	99.9	1.37	2	93	57.25	5513	5464719	5268719		1	0, 0, 0	1	184	93.05	9, 8, 8	0	91	24			Septicemia						Phoca largha		mmp.ref:MMP09638204		Whole genome sequencing (WGS)	Korea Research Institute of Bioscience & Biotechnology	2017-04				Marginal sea biome§envo:01000046	Sea coast§envo:00000303	Animal-associated environment§envo:01001002	Host-associated				Bacteria_Archaea		Blood from the host Phoca largha – disease: Septicemia	gmap:35.597638,129.464805	Yellow Sea§gaz:00004690			Cell culture	Pacific Ocean region§gaz:00051073<§eco:0000313>Yellow Sea§gaz:00004690																Klebsiella pneumoniae subsp. pneumoniae isolated from Phoca largha	Finished		480538	480538	UP000252065	biotools:CheckM	1.0.13	K-antigen (3%), Lipopolysaccharide (18%), Capsular polysaccharide (43%), O-antigen (10%), Bacillomycin (20%), Caryoynencin (16%), Svaricin (6%), O-antigen (14%), Turnerbactin (30%), Aerobactin (22%)	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Siderophore cluster|Thiopeptide cluster			Korea Research Institute of Bioscience and Biotechnology	208	Illumina HiSeq Platform|Pacific Biosciences Technology	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	Enterobacteriaceae§taxonomy:543<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	98.92	gtdb:GCF_000742135.1	Klebsiella§taxonomy:570<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae		Enterobacterales§taxonomy:91347<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	Proteobacteria§taxonomy:1224<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	Klebsiella pneumoniae§taxonomy:573<§eco:0000313>Klebsiella pneumoniae subsp. pneumoniae§taxonomy:72407	KC-Pl-HB1		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003584565.2		bioproject:PRJNA480176	biosample:SAMN09630237	ena.embl:CP031010	2018-09-21	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003584565.2	SMRT Analysis§biotools:smrt_analysis	v. Jun-2018			4245	5, 5, 5	100	1.18	1	14	48.81	5026	4934803	4934803		1	0, 0, 0		33	94.1	5, 5, 5	0	63	22											mmp.ref:MMP09630237		Whole genome sequencing (WGS)	University of Prince Edward Island	2016-05-21				Marine benthic biome§envo:01000024	Marine reef§envo:01000143	Animal-associated environment§envo:01001002	Host-associated				Bacteria_Archaea	isolated as part of a study aimed towards applying in situ microbial cultivation to certain marine sponges	Runway 10 reef (10-12 m)	gmap:24.0659,-74.5447	San Salvador Island§gaz:00013627			Cell culture	Atlantic Ocean region§gaz:00051071<§eco:0000313>San Salvador Island§gaz:00013627																This bacterial strain was isolated as part of a study aimed towards applying in situ microbial cultivation to certain marine sponges. The sponge-derived bacteria were screened for production of new secondary metabolites and RKMC-009 was studied in detail	Finished		480176	480176	UP000266157	biotools:CheckM	1.0.13	Diutan polysaccharide (12%), O-antigen (20%), APE Ec (26%)	Aryl polyene cluster|Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Lasso peptide cluster			University of Prince Edward Island	254	Pacific Biosciences Technology	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	Alteromonadaceae§taxonomy:72275<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	97.21	gtdb:GCA_002729795.1	Alteromonas§taxonomy:226<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Alteromonadaceae|Alteromonas_B|Alteromonas_B sp002729795		Alteromonadales§taxonomy:135622<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	Alteromonas sp. RKMC-009§taxonomy:2267264	Proteobacteria§taxonomy:1224<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	Alteromonas sp. RKMC-009§taxonomy:2267264<§eco:0000313>Alteromonas sp. RKMC-009§taxonomy:2267264	RKMC-009		
2020-05-24		2022-10-13	1.6	2022-11-07	insdc.gca:GCA_004851605.1		bioproject:PRJNA479718	biosample:SAMN09602974	ena.embl:CP031093|ena.embl:CP031094	2020-06-06	Gene|CDS|rRNA|tRNA|ncRNA|repeat_regio	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein set; GeneMarkS-2+	4.11	resource_sequence:GCA_004851605.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 2.3				3, 3, 3	99.71	0.54	2	7	57.9	3764	4258501	4138060		1	0, 0, 0	1	32	97.01	3, 3, 3	0	51	22											mmp.ref:MMP09602974	3300		Third Institute of Oceanography,State Oceanic Administration	2016-10-24			0.03|0.06	Marine pelagic biome§envo:01000023	Ocean floor§envo:00000426	Sediment§envo:00002007				on modified BD R2A medium plate at 4C	Bacteria_Archaea		deep-sea surface sediment	gmap:21.3672,119.4074	South China Sea§gaz:00008989				Pacific Ocean region§gaz:00051073<§eco:0000313>South China Sea§gaz:00008989																Biodiversity and ecological function of novel hydrocarbon-degrading bacteria from the in-situ enriched consortia in the deep-sea of the South China Sea.	Finished		479718	479718		biotools:CheckM	1.0.13	Ectoine (100%), Fengycin (13%), _pseudopyronine_B (18%), O-antigen (20%), Carotenoid (100%)	Ectoine cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Putative fatty acid cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative fatty acid cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Bacteriocin or Other cluster RiPP cluster|Putative fatty acid cluster|Putative Saccharide cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Homoserine lactone cluster|Putative cluster|Putative cluster|Putative cluster|Siderophore cluster|Putative cluster|Putative fatty acid cluster - Terpene cluster			Third Institute of Oceanography, State Oceanic Administration	313	Pacific Biosciences Technology	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	Alteromonadaceae§taxonomy:72275<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	98.64	gtdb:GCA_002695345.1	Hydrocarboniclastica§taxonomy:2650549<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Oleiphilaceae|GCA-2695345|GCA-2695345		Alteromonadales§taxonomy:135622<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	Hydrocarboniclastica marina§taxonomy:2259620	Proteobacteria§taxonomy:1224<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	Hydrocarboniclastica marina§taxonomy:2259620<§eco:0000313>Hydrocarboniclastica marina§taxonomy:2259620	soil36-7		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003312585.1		bioproject:PRJNA479421	biosample:SAMN09537147	ena.embl:CP030788|ena.embl:CP030789|ena.embl:CP030790	2018-07-15	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003312585.1	Unicycler§biotools:unicycler	v. 0.4.2			4936	13, 12, 12	100	1.39	3	102	45.06	5112	5217024	3261651		2	0, 0, 0	1	242	93.05	13, 12, 12	0	135	22											mmp.ref:MMP09537147		Whole genome sequencing (WGS)	Naval Research Laboratory	1990-09			40	Marine pelagic biome§envo:01000023	Marine photic zone§envo:00000209	Sea water§envo:00002149	Water				Bacteria_Archaea	isolated from open ocean water	Open ocean water	gmap:20.683,-24.219	Atlantic Ocean§gaz:00000344		pubmed:30701232	Cell culture	Atlantic Ocean region§gaz:00051071<§eco:0000313>Atlantic Ocean§gaz:00000344																Closed genome sequence of Vibrio campbellii DS40M4, a marine bacterium isolated from open ocean water.	Finished	pubmed:30701232	479421	479421	UP000251580	biotools:CheckM	1.0.13	K-antigen (29%), K-antigen (3%), Vanchrobactin (40%), Menaquinone (16%), Acinetobactin (39%), Vanchrobactin (50%)	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Terpene cluster			Naval Research Laboratory	210	Illumina MiSeq Platform§rrid:SCR_016379|ONT MinION Platform§rrid:SCR_017985	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Vibrio campbellii§taxonomy:680	Vibrionaceae§taxonomy:641<§eco:0000313>Vibrio campbellii§taxonomy:680	97.95	gtdb:GCF_002163755.1	Vibrio§taxonomy:662<§eco:0000313>Vibrio campbellii§taxonomy:680	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Vibrionaceae|Vibrio|Vibrio campbellii		Vibrionales§taxonomy:135623<§eco:0000313>Vibrio campbellii§taxonomy:680	Vibrio campbellii§taxonomy:680	Proteobacteria§taxonomy:1224<§eco:0000313>Vibrio campbellii§taxonomy:680	Vibrio campbellii§taxonomy:680<§eco:0000313>Vibrio campbellii§taxonomy:680	DS40M4		
