base_ID	alt_elev	collection_date	depth	env_biome	env_feature	env_material	env_package	env_salinity	env_temp	geo_loc_name	geo_loc_name_GAZ	geo_loc_name_GAZ_ENVO	investigation_type	lat_lon	pathogenicity	project_name	assembly	isol_growth_condt	num_replicons	ref_biomaterial	microbe_package	sample_type	strain	isolation_source	collected_by	culture_collection	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names	bacdive_id	curation_date	implementation_date	mmp_biome	silva_accession_SSU	silva_accession_LSU	uniprot_proteome_id	assembly_accession_genbank	assembly_accession_refseq	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	NCBI_taxon_identifier	annotation_provider	annotation_date	annotation_pipeline	annotation_method	annotation_software_revision	features_annotated	genes	cds	pseudo_genes	rrnas	complete_rrnas	partial_rrnas	total_trnas	unique_trnas	ncrna	frameshifted_genes	host_common_name	host_scientific_name	organism	full_scientific_name	disease	publication_pmid	isolation_country	isolation_comments	comments	sequencing_centers	body_sample_site	body_sample_subsite	other_clinical	gram_stain	cell_shape	motility	sporulation	temperature_range	optimal_temperature	halotolerance	oxygen_requirement	plasmids	genome_length	gc_content	refseq_cds	biovar	other_typing	type_strain	seq_meth	sequencing_depth	contigs	n50	genome_status	host_sex	host_health_stage	host_age	serovar	pathovar	mmp_ID	updated_date	chebi_id	chebi_name	chembl_id	compound_name	uniprot_id	uniprot_description	antismash_types	antismash_clusters	analysis_project_type	estimated_completeness	estimated_contamination	strain_heterogeneity	qs	mapping	mapping_version	quality_assessment	quality_assessment_version	assembly_version	binning	binning_version
11	unknown	2001-06	1528	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Sediment (ENVO:00002007)	Sediment	missing	missing	Japan|Middle Okinawa Trough|Hatoma Knoll	Middle Okinawa Trough	GAZ:00008574	Bacteria_Archaea	24.974400, 123.992500	missing	missing	Newbler|Phrap	14657107	1	14657107	NA	Cell culture	OK10|DSM 16294|ATCC BAA-671|JCM 11897	Mid-Okinawa Trough hydrothermal sediments	Japan Marine Science and Technology Center	DSM 16294|ATCC BAA-671|JCM 11897	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas autotrophica	131567|2|1224|68525|29547|213849|72293|202746|202747|563040	Cellular organisms|Bacteria|Proteobacteria|delta/epsilon subdivisions|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas autotrophica|Sulfurimonas autotrophica DSM 16294	6114	2016-05-20	2017-01-08	Marine	31347	31347	UP000007803	GCA_000147355.1	GCF_000147355.1	PRJNA31347	SAMN00713560	CP002205	NC_014506.1	563040	NCBI	2015-07-30	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2204	2146	6	4, 4, 4	4, 4, 4	0, 0, 0	44	23	1	0	NA	NA	Sulfurimonas autotrophica	Sulfurimonas autotrophica DSM 16294	missing	21304749	Japan	missing	Sulfurimonas autotrophica DSM 16294.This strain will be used for comparative genome analysis.	US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF	NA	NA	NA	Negative	Bacilli (Rod)	Yes	missing	Psychrotolerant	23|26	missing	Aerobic	0	2153199	35.24	2128	missing	missing	Yes	ABI 3730|Illumina Genome Analyzer II|454 GS FLX Titanium	3.7|121.7|30.0	1	2153199	Finished	NA	NA	NA	missing	missing	MMP00713560	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Thiopeptide cluster	S-layer glycan (20%), Polysaccharide B (13%)	Whole genome sequencing (WGS)	99.18	0	0	99.18	missing	missing	CheckM	1.0.13	2.0.00.20	missing	missing
12	missing	1996	10897	Marine benthic biome (ENVO:01000024)	Ocean trench (ENVO:00000275)	Mud (ENVO:01000001)	Sediment	missing	missing	Pacific Ocean|Mariana Trench|Challenger Deep	Challenger Deep	GAZ:00007907	Bacteria_Archaea	11.350000, 142.410000	missing	Thermaerobacter marianensis DSM 12885 genome sequencing project	Newbler|Phrap|Velvet	10319484	1	10319484	NA	Cell culture	7p75a|DSM 12885|ATCC 700841|JCM 10246	Mud sample of the Challenger Deep in the Mariana trench	Japan MarineScience and TechnologyCenter	DSM 12885|ATCC 700841|JCM 10246	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter marianensis	131567|2|1783272|1239|186801|186802|538999|539000|73918|73919|644966	Cellular organisms|Bacteria|Terrabacteria group|Firmicutes|Clostridia|Clostridiales|Clostridiales incertae sedis|Clostridiales Family XVII. Incertae Sedis|Thermaerobacter|Thermaerobacter marianensis|Thermaerobacter marianensis DSM 12885	18040	2016-05-20	2016-05-01	Marine	38025	38025	UP000008915	GCA_000184705.1	GCF_000184705.1	PRJNA38025	SAMN00713570	CP002344	NC_014831	644966	NCBI	2015-08-18	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2427	2367	65	2, 2, 2	2, 2, 2	0, 0, 0	51	22	2	18	NA	NA	Thermaerobacter marianensis	Thermaerobacter marianensis DSM 12885	missing	21304738	Pacific Ocean	missing	Thermaerobacter marianensis DSM 12885. This strain will be used for comparative genome analysis.	US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF	NA	NA	NA	Positive	Bacilli (Rod)	No	Yes	Hyperthermophilic	74|76	missing	Aerobic	0	2844697	72.48	2235	missing	missing	Yes	Illumina GAII|454 GS FLX Titanium	340.8|91.0	1	2844697	Finished	NA	NA	NA	missing	missing	MMP00713570	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	Undecylprodigiosin (9%)	Whole genome sequencing (WGS)	100	0	0	100	missing	missing	CheckM	1.0.13	2.1	missing	missing
13	missing	1991	2616	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Hypersaline water (ENVO:00002012)	Water	missing	missing	USA|Gulf of California|Guaymas Basin	Guaymas Basin	GAZ:00002281	Bacteria_Archaea	27.016700, -111.400000	missing	missing	Phred|Phrap|Consed	12807211	1	12807211	NA	Cell culture	EJ3|DSM 15229|JCM 11827	Hydrothermal fluid	Centre National de la Recherche Scientifique et Universite´ de BretagneOccidentale	DSM 15229|JCM 11827	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus gammatolerans	131567|2157|28890|183968|2258|2259|2263|187878|593117	Cellular organisms|Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus gammatolerans|Thermococcus gammatolerans EJ3	16885	2016-05-20	2016-11-22	Marine	33671	33671	UP000001488	GCA_000022365.1	GCF_000022365.1	PRJNA33671	SAMN02603333	CP001398.1	NC_012804.1	593117	NCBI	2015-08-17	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2200	2148	31	2, 1, 1	2, 1, 1	0, 0, 0	48	21	1	16	NA	NA	Thermococcus gammatolerans	Thermococcus gammatolerans EJ3	missing	1955867	United States of America	The new organism was isolated from chimney samples collected by the submersible Nautile during the cruise ‘Guaynaut’ in 1991 in the Guaymas Basin [Gulf of California (27u 019 N, 111u 249 W)] at a depth of 2616 m. Samples were immediately transferred into flasks filled with sterile reduced artificial sea water. The vials were then closed tightly with butyl rubber stoppers and stored at 4 uC until used for further experiments	Thermococcus gammatolerans EJ3. The genome sequence of this organism will allow comparison with other Thermococcales and genome-scale proteomic investigation of the most radioresistant hyperthermophilic archaea.	IGM|Universit Paris-Sud|France	NA	NA	NA	missing	Cocci (Spherical)	No	missing	Hyperthermophilic	88	missing	Anaerobic	missing	2045439	53.56	2111	missing	missing	Yes	AB 3730 Genetic Analyzer	missing	1	2045439	Finished	NA	NA	NA	missing	missing	MMP02603333	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	Phosphonoglycans (3%)	Whole genome sequencing (WGS)	100	0	0	100	missing	missing	CheckM	1.0.13	missing	missing	missing
14	missing	missing	missing	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Sediment (ENVO:00002007)	Sediment	missing	missing	Italy|Gulf of Naples|Lucrino	Gulf of Naples	GAZ:00007709	Bacteria_Archaea	missing	missing	missing	Cofactor Genomics assembler|SOAPdenovo	10.1007/BF00247822	1	10.1007/BF00408055	NA	Cell culture	NS-C|DSM 5473|ATCC 51850|JCM 8560	Shallow submarine hot spring near Lucrino, Bay of Naples, Italy	Woods Hole Oceanographic Institution	DSM 5473|ATCC 51850|JCM 8560	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus litoralis	131567|2157|28890|183968|2258|2259|2263|2265|523849	Cellular organisms|Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus litoralis|Thermococcus litoralis DSM 5473	16862	2016-05-20	2016-11-22	Marine	81925	81925	UP000015502	GCA_000246985.3	GCF_000246985.2	PRJNA81925	SAMN02603679	CP006670.1	NC_022084.1	523849	NCBI	2015-08-18	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2453	2402	96	2, 1, 1	2, 1, 1	0, 0, 0	47	21	1	82	NA	NA	Thermococcus litoralis	Thermococcus litoralis DSM 5473	missing	22493191	Italy	missing	Thermococcus litoralis.	New England Biolabs; Inc.	NA	NA	NA	missing	Cocci (Spherical)	missing	missing	Hyperthermophilic	85	missing	missing	missing	2215173	43.09	2292	missing	missing	Yes	Illumina Genome Analyzer IIx|PacBio RS	1000	1	2215173	Finished	NA	NA	NA	missing	missing	MMP02603679	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Thiopeptide cluster - Bacteriocin cluster	NA	Whole genome sequencing (WGS)	99.5	0.5	0	97	missing	missing	CheckM	1.0.13	missing	missing	missing
15	missing	missing	2200	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent chimney (ENVO:01000129)	NA	Host-associated	missing	missing	Pacific Ocean|Juan de Fuca Ridge|Endeavour Segment	Juan de Fuca Ridge	GAZ:00002438	Bacteria_Archaea	47.950000, -129.100000	missing	missing	Newbler	10.1016/S0723-2020(89)80070-0	1	10.1016/S0723-2020(89)80070-0	NA	Cell culture	ES1|DSM27261|KACC 17923	Paralvinella sp	University of Washington	DSM27261|KACC 17923	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus paralvinellae	131567|2157|28890|183968|2258|2259|2263|582419	Cellular organisms|Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus paralvinellae	24653	2016-05-20	2016-11-22	Marine	230233	230233	UP000019027	GCA_000517445.1	GCF_000517445.1	PRJNA230233	SAMN03081513	CP006965.1	NZ_CP006965.1	582419	NCBI	2015-08-15	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2150	2098	44	2, 1, 1	2, 1, 1	0, 0, 0	47	21	1	29	Polychaete worm	Paralvinella	Thermococcus	Thermococcus sp. ES1	missing	24472758|25082851	Pacific Ocean	Isolated from a Paralvinella sp in the black smoker located at the depth	Thermococcus sp. Strain ES1 is a hyperthermophilic archaeon isolated from a Paralvinella sp. polychaete worm collected from a hydrothermal vent on the Endeavour Segment in the northeastern Pacific Ocean	Kyung Hee University	missing	missing	missing	missing	Cocci (Spherical)	missing	No	Hyperthermophilic	82	missing	Anaerobic	0	1957743	40.30	2054	missing	missing	Yes	454 GS FLX Titanium|Illumina HiSeq 2000	77	1	1957743	Finished	missing	missing	missing	missing	missing	MMP03081513	missing	missing	missing	missing	missing	missing	missing	Putative cluster|Putative saccharide cluster	Phosphonoglycans (3%), Phosphonoglycans (3%)	Whole genome sequencing (WGS)	94.55	0.5	100	92.05	missing	missing	CheckM	1.0.13	2.3	missing	missing
16	missing	2001-04	2420	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Solid environmental material (ENVO:01000814)	Misc environment	missing	missing	Central Indian Ridge|Kairei hydrothermal vent field	Kairei hydrothermal vent field	GAZ:00002488	Bacteria_Archaea	-25.317000, 70.033000	missing	missing	Newbler|GCC|Velvet|Phred|Phrap|Consed	14742485	1	14742485	NA	Cell culture	CIR29812|DSM 15286|JCM 11887|CIR29812	Sample of an active black smoker	missing	DSM 15286|JCM 11887|CIR29812	Bacteria	Thermodesulfobacteria (Phylum)	Thermodesulfobacteria (Class)	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	Thermodesulfatator indicus	131567|2|200940|67799|188710|188711|241192|171695|667014	Cellular organisms|Bacteria|Thermodesulfobacteria|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfobacteriaceae|Thermodesulfatator|Thermodesulfatator indicus|Thermodesulfatator indicus DSM 15286	16889	2016-05-20	2016-11-22	Marine	40057	40057	UP000006793	GCA_000217795.1	GCF_000217795.1	PRJNA40057	SAMN02232057	CP002683	NC_015681.1	667014	NCBI	2015-08-18	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2307	2248	22	2, 2, 2	2, 2, 2	0, 0, 0	51	23	2	9	NA	NA	Thermodesulfatator indicus	Thermodesulfatator indicus DSM 15286	missing	22768359	Indian Ocean	The new isolate was obtained from a sample of an active black smoker collected at a depth of 2420 m at the Kairei vent field (25 19' S, 70 02' E) on the Central Indian Ridge.The chimney fragment was collected by the ROV Jason and was placed in an isolated container for the trip to the surface. Subsamples of the chimney fragment were ground in a mortar and the slurry was stored under an atmosphere of nitrogen at 4 degree until used as an inoculum	Thermodesulfatator indicus DSM 15286. This organism is part of the GEBA (A Genomic Encyclopedia of Bacteria and Archaea) project.	US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF	NA	NA	NA	Negative	Bacilli (Rod)	Yes	No	Thermophilic	70	missing	Anaerobic	0	2322225	42.43	2199	missing	missing	Yes	Illumina Genome Analyzer II|454 GS FLX Titanium	30	1	2322225	Finished	NA	NA	NA	missing	missing	MMP02232057	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	Svaricin (6%), S-layer glycan (20%)	Whole genome sequencing (WGS)	99.04	0	0	99.04	missing	missing	CheckM	1.0.13	2.3|3.4.6|1.0.13	missing	missing
17	missing	1982	missing	Marine benthic biome (ENVO:01000024)	Sea floor (ENVO:00000482)	Mud (ENVO:01000001)	Sediment	missing	missing	Italy|Vulcano|Porto di Levante	Porto Levante	GAZ:00187520	Bacteria_Archaea	38.3912, 14.9676	missing	missing	Newbler	10.1007/BF00409880	1	10.1007/BF00409880	NA	Cell culture	MSB8|ATCC 43589|DSM 3109|JCM 10099	Anaerobic marine mud	Universittät Regensburg	ATCC 43589|MSB8|DSM 3109|JCM 10099	Bacteria	Thermotogae (Phylum)	Thermotogae (Class)	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima	131567|2|200918|188708|2419|188709|2335|2336|243274	Cellular organisms|Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima|Thermotoga maritima MSB8	17060	2016-05-20	2016-11-22	Marine	185601	185601	UP000008183	GCA_000390265.1	GCF_000390265.1	PRJNA185601	SAMN01919351	CP004077	NC_023151.1	243274	NCBI	2015-08-18	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	1950	1898	21	1, 1, 1	1, 1, 1	0, 0, 0	47	21	1	11	NA	NA	Thermotoga maritima	Thermotoga maritima MSB8	missing	23637642|10360571	Italy	missing	Thermotoga maritima MSB8 Genome Resequencing.	University of California San Diego	NA	NA	NA	missing	Bacilli (Rod)	missing	missing	Hyperthermophilic	80	missing	Anaerobic	missing	1869613	46.25	1872	missing	missing	Yes	Illumina Genome Analyzer IIx|454 GS	missing	1	1869613	Finished	NA	NA	NA	missing	missing	MMP01919351	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster - Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	NA	Whole genome sequencing (WGS)	100	1.79	100	91.05	missing	missing	CheckM	1.0.13	2.3	missing	missing
18	missing	missing	6	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Sediment (ENVO:00002007)	Sediment	missing	missing	Italy|Gulf of Naples	Gulf of Naples	GAZ:00007709	Bacteria_Archaea	missing	missing	missing	missing	missing	missing	PMC 239042	missing	Cell culture	NS-E|ATCC 49049|DSM 4359|NBRC 107923	Submarine hot spring	missing	ATCC 49049|DSM 4359|NBRC 107923	Bacteria	Thermotogae (Phylum)	Thermotogae (Class)	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana	131567|2|200918|188708|2419|188709|2335|2337|309803	Cellular organisms|Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga neapolitana|Thermotoga neapolitana DSM 4359	17061	2016-05-20	2016-11-22	Marine	21023	21023	UP000000445	GCA_000018945.1	GCF_000018945.1	PRJNA21023	SAMN02603251	CP000916	NC_011978.1	309803	NCBI	2015-07-30	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	1938	1884	51	1, 1, 1	1, 1, 1	0, 0, 0	49	21	1	44	NA	NA	Thermotoga neapolitana	Thermotoga neapolitana DSM 4359	missing	missing	Italy	missing	Thermotoga neopolitana strain ATCC 49049. Thermotoga neopolitana strain ATCC 49049 (NS-E; DSM 4359) is the type strain is being sequenced for comparative genome analysis.	Genotech Corp.|Genotech corp.	NA	NA	NA	Negative	Bacilli (Rod)	missing	No	Hyperthermophilic	70|75	missing	Microaerophilic	0	1884563	46.94	1829	missing	missing	Yes	missing	missing	1	1884563	Finished	NA	NA	NA	missing	missing	MMP02603251	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster - Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	S-layer glycan (20%)	Whole genome sequencing (WGS)	100	0	0	100	missing	missing	CheckM	1.0.13	missing	missing	missing
19	missing	missing	missing	Marine benthic biome (ENVO:01000024)	Sea floor (ENVO:00000482)	Sediment (ENVO:00002007)	Sediment	missing	missing	Portugal|Azores	Azores	GAZ:00000847	Bacteria_Archaea	missing	missing	missing	Phred|Phrap|Consed	10.1007/BF00409880	1	10.1007/BF00409880	NA	Cell culture	RQ2	Sea floor	Universittät Regensburg	missing	Bacteria	Thermotogae (Phylum)	Thermotogae (Class)	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. RQ2	131567|2|200918|188708|2419|188709|2335|126740	Cellular organisms|Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga sp. RQ2	missing	2016-05-20	2016-11-22	Marine	19543	19543	UP000001687	GCA_000019625.1	GCF_000019625.1	PRJNA19543	SAMN00000279	CP000969	NC_010483.1	126740	NCBI	2015-07-30	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	1924	1872	36	1, 1, 1	1, 1, 1	0, 0, 0	47	22	2	21	NA	NA	Thermotoga	Thermotoga sp. RQ2	missing	21952543	Portugal	Isolated from the geothermally heated seafloor in the Azores	Thermotoga sp. RQ2. Thermotoga sp. RQ2 was isolated from the geothermally heated seafloor in the Azores. This organism will be used for comparative analysis.	DOE Joint Genome Institute	NA	NA	NA	Negative	Bacilli (Rod)	Yes	No	Hyperthermophilic	76|82	missing	Anaerobic	0	1877694	46.18	1832	missing	missing	missing	Sanger	missing	1	1877694	Finished	NA	NA	NA	missing	missing	MMP00000279	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster - Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	S-layer glycan (20%)	Whole genome sequencing (WGS)	100	1.79	100	91.05	missing	missing	CheckM	1.0.13	missing	missing	missing
20	missing	2000-04	2500	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Solid environmental material (ENVO:01000814)	Misc environment	missing	missing	Pacific Ocean	Pacific Ocean	GAZ:00000360	Bacteria_Archaea	9.833300, -104.300000	missing	missing	Newbler|VELVET	10.1099/ijs.0.02781-0	1	10.1099/ijs.0.02781-0	NA	Cell culture	HB-1|DSM15698|JCM12110	Marine; deep-sea hydrothermal vent	Rutgers University	DSM15698|JCM12110	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio ammonificans	131567|2|200783|187857|1485951|558314|171868|228745|648996	Cellular organisms|Bacteria|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Thermovibrio|Thermovibrio ammonificans|Thermovibrio ammonificans HB-1	17646	2016-05-20	2016-11-22	Marine	49403	49403	UP000006362	GCA_000185805.1	GCF_000185805.1	PRJNA49403	SAMN00713575	CP002444|CP002445	NC_014926.1|NC_014917.1	648996	NCBI	2015-07-30	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	1863	1805	4	3, 3, 3	3, 3, 3	0, 0, 0	47	22	2	1	NA	NA	Thermovibrio ammonificans	Hermovibrio ammonificans HB-1	missing	10.4056/sigs.2856770	Pacific Ocean	Isolated from the walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9° 50′ N	Thermovibrio ammonificans HB-1. The isolation and characterization of microorganisms that are thermophilic; anaerobic; and chemolithoautotrophic (getting energy by oxidizing inorganic compounds) is critical to understand the ecology and biogeochemistry of geothermal environments. This genome will be used for comparative analysis.	US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF	NA	NA	NA	Negative	Bacilli (Rod)	Yes	missing	Hyperthermophilic	75	missing	Anaerobic	1	1759527	52.13	1790	missing	missing	Yes	Illumina Genome Analyzer II|454 GS FLX Titanium	missing	2	1682965	Finished	NA	NA	NA	missing	missing	MMP00713575	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	Diutan polysaccharide (12%), Capsular polysaccharide (13%)	Whole genome sequencing (WGS)	99.58	0.84	0	95.38	missing	missing	CheckM	1.0.13	2.3|0.7.63	missing	missing
21	missing	1986	missing	Marine salt marsh biome (ENVO:01000022)	Saline evaporation pond (ENVO:00000055)	Sediment (ENVO:00002007)	Microbial mat/biofilm	missing	missing	USA|Massachusetts|Woods Hole	Woods Hole	GAZ:00216609	Bacteria_Archaea	41.526000, -70.673000	missing	Thioflavicoccus mobilis 8321	Newbler	11211246	1	11211246	NA	Cell culture	8321|ATCC 700959	Flat; laminated microbial mat in a salt marsh	Institut für Meereskunde	ATCC 700959	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis	131567|2|1224|1236|135613|1046|156885|80679|765912	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thioflavicoccus|Thioflavicoccus mobilis|Thioflavicoccus mobilis 8321	missing	2016-05-20	2016-11-22	Marine	60883	60883	UP000010816	GCA_000327045.1	GCF_000327045.1	PRJNA60883	SAMN02232063	CP003051.1|CP003052.1	NC_019940.1|NC_019941.1	765912	NCBI	2015-08-14	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3683	3626	88	2, 2, 2	2, 2, 2	0, 0, 0	48	23	3	37	NA	NA	Thioflavicoccus mobilis	Thioflavicoccus mobilis 8321	missing	missing	United States of America	In sandy intertidal sediments of the Great Sippewissett Salt Marsh on Cape Cod (MA, USA), ¯at, laminated microbial mats of unusual thickness regularly developed. During the sampling period in the summer of 1986, these mats were about 10 mm thick and comprised four to ®ve distinctly coloured layers	This strain will be used for comparative analysis.	DOE Joint Genome Institute	NA	NA	NA	missing	Cocci (Spherical)	Yes	missing	missing	missing	missing	missing	1	4137522	65.59	3462	missing	missing	Yes	454 GS|Illumina Genome Analyzer II	30	2	4048921	Finished	NA	NA	NA	missing	missing	MMP02232063	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Oligosaccharide cluster - Putative saccharide cluster - Type I PKS cluster - Other types of PKS cluster|Terpene cluster	Pyoverdine (1%), Polyhydroxyalkanoate (75%), Svaricin (6%), Carotenoid (100%)	Whole genome sequencing (WGS)	98.67	0.02	0	98.57	missing	missing	CheckM	1.0.13	2.3	missing	missing
